Id,PostId,Score,Text,CreationDate,UserDisplayName,UserId,ActualDisplayName
"27551","20423","1","It's worth noting that the contents of the second spoiler are somewhat speculation, as this has not been confirmed. Also notable is the fact that the full battle was shown in the manga, including the death of the loser.","2015-03-29 16:44:19","","274","Killua"
"27555","20423","0","The manga shows the character of Haise, but the connection to Kaneki you've talked about is speculation, as far as I know.","2015-03-29 17:32:35","","274","Killua"
"47127","34229","0","[Meta discussion](http://meta.anime.stackexchange.com/q/3867/7579) about whether we should close questions like this as identification requests.","2016-07-13 05:19:37","","7579","Torisuda"
"47298","34229","2","Close voters: you'll notice on the meta discussion that no one came out to argue that questions like this should be closed; the single answer argues they should not be. So that is the policy; don't close questions like this. If you think they should be closed, argue your case in Meta.","2016-07-19 05:53:49","","7579","Torisuda"
"347","258","2","@atlantiza It's to be expected that the anime isn't enough by itself. The anime did a great job, but the VN has a few hundreds of hours of content and fitting that into 49 episodes is just impossible. In fact, it's rather remarkable how much of the story they did manage to cover given the size of the game.","2012-12-12 19:07:37","","24","Logan M"
"36498","258","0","There is still an even more basic baseline missing that feels a bit mutually exclusive. The illusionary world is trying to prevent the deaths of nagisa and ushio, but why? Also how does Ushio know they will die and know to save them? Is the missing piece here that they died once, and time reset after that, to let it play through again just to save them? The anime only went through 1 time, so it seemed like they were trying to be saved before it was ever known or seen what would happen to them.","2015-09-27 23:21:56","","18190","void.pointer"
"19888","15133","0","@senshin Good find, I'm pretty well convinced after seeing that article that this was the show I saw. Most anime from my childhood had been hacked apart by Saban on their way to the US, and a Google search suggests Saban often didn't credit their voice actors, so that could explain why there aren't any actors on ANN's page.","2014-11-20 00:01:30","","7579","Torisuda"
"19889","15133","0","Not the most reliable, but [this TV Tropes page](http://tvtropes.org/pmwiki/pmwiki.php/Main/NowWhichOneWasThatVoice) says it was common in early anime dubs to have uncredited voice actors, and specifically mentions Saban.","2014-11-20 00:04:00","","7579","Torisuda"
"19908","15133","0","The show in [this video](http://www.youtube.com/watch?v=t9cts_P1H0I) is definitely the one I saw.","2014-11-20 19:41:28","","7579","Torisuda"
"2292","3015","0","Good answer! Thanks!","2013-03-24 16:01:26","","274","Killua"
"4716","5128","0","Yes, Catch 22 plays near 2:20. But I meant the song that played 1:52 to 2:20, that accompanies the soft-spoken, grave dialog between the two.","2013-09-08 13:38:10","","1645","aitchnyu"
"23706","18545","0","+1 from me too. Yamada describes herself as ""B gata"" in reference to her bust in one episode of the anime, but the pun on blood types that you mention is quite plausible.","2015-01-17 01:57:58","","7579","Torisuda"
"26348","19580","0","@nhahtdh On the contrary, it won't spoil Death Billards as stated in the answer below. Even if you've watched all the current episodes of Death Parade and then watched Death Billards, it'd really be no different than from thinking that Death Billards was another episode of Death Parade.","2015-02-24 14:26:54","","3034","FatalSleep"
"26350","19580","0","That's true, however it wouldn't necessarily change the value of the show any. I watched Parade then Billards as well and found it to still be quite interesting. While the trick overall is spoiled, it doesn't necessarily mean that that takes everything away from the characters and the situation.","2015-02-24 15:25:08","","3034","FatalSleep"
"46432","33725","1","If you want to know all the different movies and OVAs, I'd suggest just checking out the wikipedia page for Rurouni Kenshin: https://en.wikipedia.org/wiki/Rurouni_Kenshin","2016-06-14 02:01:15","","19307","Shaymin Gratitude"
"53385","39290","1","I didn't mean the ending song, i mean the SOUNDTRACK aka OST during the particular event mentioned in the question.","2017-03-08 08:47:19","","31305","MineCraft Slayer"
"37162","26635","1","Also, there are condition necessaru for a weapon to achieve the leve/rank/form/state of a Death Scythe, and those conditions are only met in the manga.","2015-10-15 21:07:16","","16372","Sigfried666"
"14296","11527","0","Of course, but no one has given a proper answer as of yet, so this should suffice for the time being.","2014-07-02 22:30:19","","3034","FatalSleep"
"53172","39085","0","Yeah, if you are hearing music *before* the show starts, you might want to get your head examined :P","2017-02-25 03:25:07","","28340","NZKshatriya"
"19050","11527","0","Valid point, however that's the way it is with most stories. Usually the show repeats the manga while not covering the entirety of the manga content. Due to this, most shows conform to this answer, so having a more detailed answer woud only provide the same solution.","2014-10-26 08:28:02","","3034","FatalSleep"
"42346","30419","0","Wow, the side-by-side really shows how much rougher of shape she was in according to the manga...","2016-03-11 18:49:14","","14466","guildsbounty"
"1893","2675","1","There's definitely some major inconsistencies in the Anime. The scene where Touma first meets Misaka is completely different between the two.","2013-02-26 22:47:30","","17","Mysticial"
"1893","2675","1","There's definitely some major inconsistencies in the Anime. The scene where Touma first meets Misaka is completely different between the two.","2013-02-26 22:47:30","","17","Mysticial"
"46474","33727","0","There is also an anime movie, a two episode anime that retells the Kyoto Arc (which is the one where Kenshin fights the guy wrapped in bandages),  and a series of live action movies. I can add those to my answer, but really, all the information you might need is on the wikipedia page in the sidebar.","2016-06-15 20:28:48","","19307","Shaymin Gratitude"
"250","195","0","""System Restore"" was the running joke I've seen about it. :)","2012-12-12 12:38:29","","17","Mysticial"
"256","195","0","Hahaha that's quite funny ( ^ω^ )","2012-12-12 12:59:30","","128","Grace"
"431","195","0","Oops! Stupid thing! I did this on an iPhone. It's edited now ;)","2012-12-13 10:43:06","","128","Grace"
"51510","195","0","I think this is one of those series that is supposed to be ambiguous, abstract.  I think the answer actually can change based on the emotional maturity of the viewer over time.  As this is an ""I think"" it will be left as a comment..............and now I will be sad all day due to remembering this series >.<","2016-12-13 20:40:14","","28340","NZKshatriya"
"7838","6561","0","It doesn't have lyrics nor is it Stories. I just checked.","2013-12-31 20:15:52","","3068","okarin"
"4635","5068","0","Yes i had seen it, but unfortunately had not observed it properly. I saw the anime few days back and then got the confirmation that devil fruit re appears.","2013-09-02 11:16:18","","185","kartshan"
"5161","5450","0","Sorry, yes. Edited","2013-10-12 08:14:33","","1530","Toshinou Kyouko"
"45070","32464","0","Well in my opinion a town from which I am erased is a lot better than the English translation actually all accurate japaneese-English translations are better than their simplified version, if I saw an anime in English called ""a town from which I alone am erased"" I would immediately start binge watching it, basically I would sacrifice simplicity, for an amazing title.","2016-05-31 22:56:41","","24317","blake harrisonakerz"
"45071","32464","0","Who would ever think ""a town from which I alone am erased"" is a bad title? Whatever that's my opinion anyway, I'm sick of the ""tradition"" of simplifying amazing japaneese titles. In my opinion ""Erased"" is god awful","2016-05-31 23:00:05","","24317","blake harrisonakerz"
"45095","32464","0","It  isn't related because I wanted to know why did they translated this one, not if it is a common practice","2016-06-01 09:27:24","","24317","blake harrisonakerz"
"43064","30964","0","what have you said is true but do not give any incite to what i have asked.there is there is a rumor  that Fairy Tail  will stop temporally to gain more gap between manga and anime ,i'm asking is it already happened or can we expect more episodes before that ?","2016-03-29 13:23:52","","8350","menaka"
"43479","30964","0","why is everyone down voting this question ... i mean what is wrong with it ??","2016-04-07 17:22:02","","8350","menaka"
"43490","30964","0","But it is on a hiatus and validity of the question is OK but nvm","2016-04-08 02:43:41","","8350","menaka"
"14036","11453","0","This is **purely my guess**, but based on the content of Volume 4, it is likely that the anime version covers up to Volume 5, and there are probably some sort of deviation.","2014-06-25 15:30:06","","1398","nhahtdh"
"27334","20314","0","Would you mind identifying the episode (and the timestamp if possible) where Myucel states her favorite manga series?","2015-03-24 19:19:54","","1398","nhahtdh"
"23972","18742","1","It's stupid because she isn't the main character. If it would've been _Tatsumi Kills_ or _Night Raid cuts_ that would've made much more sense.","2015-01-22 18:16:38","","10613","Sheharyar"
"52282","38461","3","Posting a link itself is not considered answering the question. The video could be moved or made unavailabe in which case the information will be lost. Please [edit] your post to include the name of the song.","2017-01-17 23:11:36","","13532","Jan"
"7787","5974","0","Super 17 Saga is not DBZ, but its bastard son: Dragonball GT. Garlic Jr. saga doesn't appears on comics, and it's based on a plot that comes from an OVA which was plot-incompatible with the series, so it's possibly the best part to cut.","2013-12-29 17:35:49","","1589","Flamma"
"41328","27154","0","By the way guys, if you're viewing this you might find it interesting that, looking back on this question asked three months ago, I've already watched all of the remaining episodes in subtitled form, and ***it will no longer bother you after watching 100 subtitled episodes.*** This is partly because I enjoyed the story so much.","2016-02-10 17:44:31","","18008","Viziionary"
"2876","3692","0","NICE! It fits perfectly at around 5 minutes in episode 1, where Satan and Alsiel just arrived at human world: `Do you want to die?` --> `Xo cou fanh ho xie?` and `Calm down` --> `Yalp xofn`","2013-05-06 18:17:57","","1398","nhahtdh"
"2888","3692","0","@corroded: There is no need for me to accept it right off the bat. It is correct answer, but I'll leave it here for a while to see if anyone wants to expand on it.","2013-05-07 04:40:00","","1398","nhahtdh"
"53780","38891","0","season 2(R2), episode 7 just after lelouch breaks his phone, we hear this play in the background.This piece plays in multiple different places and i just happened to remember these two points.","2017-03-12 10:10:02","","30850","Tac"
"53784","38891","0","What I found was it is not released as an OST yet. But it is probably a piano version of Yuukyou Seishunka by Ali Project.","2017-03-30 21:54:27","","31718","SuperHaker"
"20034","15304","0","Welcome to Anime and Manga. this does not actully answers the question as while you talk about an upcoming album you don't actually identify the song or if it will appear on the album you mention.","2014-11-26 22:00:31","","1587","Memor-X"
"10907","8787","0","feel free to edit that information in.","2014-04-20 21:06:47","","2604","Maroon"
"53124","39085","0","when you say *""15 seconds before episode 56""* are you talking about the scene before the OP? can you [edit in](http://anime.stackexchange.com/posts/39085/edit) a better youtube link by using the share button and use the ""start at"" input to properly time the video?","2017-02-22 21:33:24","","1587","Memor-X"
"51326","37724","1","I have removed the link to the illegal steam site. in futrure please refer to [this list](http://meta.anime.stackexchange.com/a/923/1587) for legal sites to link to","2016-12-06 23:10:00","","1587","Memor-X"
"46453","33727","0","^ So theirs only two after Rurouni Kenshin called Trust and Betrayal & Reflection and with the guy was never put into an anime?","2016-06-15 01:53:44","","20503","Pookie323"
"13932","11408","1","Feel free to give some examples of specific differences (since that might be useful in the future or for other people) - just use the [spoiler markdown](http://meta.stackexchange.com/a/72878/261498).","2014-06-22 12:04:30","","2604","Maroon"
"43063","30964","0","March 26, 2016 was when episode 277 aired. that was like 4 days ago and if you look at the time between most episodes a new episode is aired every week.","2016-03-29 13:14:15","","1587","Memor-X"
"43487","30964","1","I down voted because there is nothing in your question which leads to any sort of indication that the series could be on hiatus, instead it reads as wild speculation just because Wikipedia may not have been updated. while you mention a rumour in your comment this is not in your question nor is there any citation of this rumour (like where you heard it from)","2016-04-07 23:58:31","","1587","Memor-X"
"43491","30964","2","a question is evaluated by the question alone, not by any answer that may or may not be given. if that was the case then why do so many very low quality id request which get high quality answers still get down voted while the answer gets up voted?","2016-04-08 02:50:19","","1587","Memor-X"
"46479","33727","0","Yea thanks so much for the help. May you also answer another question for me irrelevant to this but about the website?","2016-06-15 23:59:31","","20503","Pookie323"
"451","213","0","Just to add my 2cents: when sites are in beta (public and private), they are seem as promising when fulfill some requirements, and being popular (having more than 500 visits/day). One way to achieve that is helping people that don't even know where to begin a ""google search"" for that...","2012-12-13 15:45:35","","132","woliveirajr"
"451","213","0","Just to add my 2cents: when sites are in beta (public and private), they are seem as promising when fulfill some requirements, and being popular (having more than 500 visits/day). One way to achieve that is helping people that don't even know where to begin a ""google search"" for that...","2012-12-13 15:45:35","","132","woliveirajr"
"8917","6561","0","@okarin it doesn't actually have to be in R1's OST, Cheese which is the music that plays when C.C is wondering around is found on the 2nd R2 OST track 17 even though it first appears in R1, the same with Eleven (track 6) which plays during one of C.C's monologs","2014-02-16 21:30:16","","1587","Memor-X"
"6674","3019","0","@AlexejMagura Thanks, I've added it. I'm not sure how I missed that the first time.","2013-11-11 16:52:45","","24","Logan M"
"7724","5402","0","""fought Ulquiorra in Hueco Mundo and returned"", does he do this before battle with Aizen?","2013-12-26 13:18:59","","1645","aitchnyu"
"3398","4145","1","@nhahtdh While it's hard to tell if that list is complete, you might as well post it as an answer since it's better than what anyone here is likely to do. I doubt anyone here is going to to watch nearly 800 episodes plus movies and specials to just to find what entries are missing (if any).","2013-06-18 18:48:19","","24","Logan M"
"17894","13982","2","I edited your post for grammar and clarity. If you don't like any of my changes, you can click 'Edit' below the post and change them back.","2014-09-14 21:06:30","","7579","Torisuda"
"17894","13982","2","I edited your post for grammar and clarity. If you don't like any of my changes, you can click 'Edit' below the post and change them back.","2014-09-14 21:06:30","","7579","Torisuda"
"53675","39577","4","Dear close voters: notice that the second line of this question says ""legally"". That means this question is not requesting illegal copyrighted materials. If there is nowhere to watch or download legally, the answer is that there is nowhere to watch or download legally, but that does not make the question off-topic.","2017-03-26 20:23:34","","7579","Torisuda"
"53678","39577","0","You were fine. You said ""legally"" in your question, per our guidelines. But someone has initiated a close vote against your question for violating our guidelines about asking for illegal material like fansubs and torrents, which is clearly wrong because you did say ""legally"". I left my comment for anyone else who came along so they would notice that and vote against closing your question.","2017-03-26 20:39:27","","7579","Torisuda"
"53686","39577","0","Depending on where you live, you might be able to catch it in a movie theater. In my area it's playing in a few cinemas, but I live near a pretty major city.","2017-03-26 21:42:25","","7579","Torisuda"
"53696","39577","0","@kuwaly Ah, no worries. I've screwed up on mobile too.","2017-03-27 05:36:57","","7579","Torisuda"
"5038","5360","0","So I guess that leads one to ask, where is Katze and why is he with (sounds almost involuntarily) with Hajime? Is he trapped inside her?","2013-09-30 05:59:31","","91","Jon Lin"
"9656","7937","4","This is the second movie, not a third season of the anime. See http://www.animenewsnetwork.com/news/2013-10-24/sora-no-otoshimono/heaven-lost-property-new-anime-to-play-in-theaters-in-2014, which states that the movie is replacing the previously announced 3rd season.","2014-03-10 00:22:58","","24","Logan M"
"3378","4129","1","Binbougami ga is a parody show. Each episode has at least a few references. As such, I think this is too broad to be answerable in its current form.","2013-06-16 00:33:01","","24","Logan M"
"33274","23224","6","A 2.35:1 aspect ratio is a very common widescreen aspect ratio used in films, though not commonly in TV anime. I don't know why the Grisaia producers chose to use widescreen (perhaps it was just to make things more ""cinematic"") but I don't think I'd call it a 'weird' size from a video production standpoint, just uncommon.","2015-07-13 05:42:11","","24","Logan M"
"4415","4933","5","I'm not convinced this is so unusual for typical anime. There are homosexual characters in Sailor Moon, Dragon Ball, Pokemon, Evangelion, and Yu Yu Hakusho, just to list some classics.","2013-08-23 18:40:08","","24","Logan M"
"1618","2448","6","Welcome to Anime & Manga Stack Exchange. You've raised a number of really good questions which are certainly welcome on this site, but we tend to prefer if you only ask one or two things in each question. It makes the questions easier to answer completely. If you could go back and simplify what you're asking to one (or at most a few closely related) question(s), you're a lot more likely to get good complete answers. You're welcome to split it up into multiple questions or ask more later if you're still wondering about things after your first question.","2013-02-12 06:27:43","","24","Logan M"
"16632","11595","0","I only saw xxxholic and xxxholic Kei and one move","2014-08-09 03:29:43","","4407","Lillian moon"
"324","213","0","Well, one of us had to test the water...I still think this is a valid question, but it could use a bit more concreteness to it.","2012-12-12 17:46:29","","102","Makoto"
"324","213","0","Well, one of us had to test the water...I still think this is a valid question, but it could use a bit more concreteness to it.","2012-12-12 17:46:29","","102","Makoto"
"53135","39092","0","Thank you for your help. Have a nice day!","2017-02-23 09:52:43","","31122","daelmarc"
"24159","18861","0","6 might be Tsubasa's signature [Drive Shoot](https://www.youtube.com/watch?v=esk3GQEfMGc#t=91), although the angle is a bit different. Maybe [this improved version](https://www.youtube.com/watch?v=d_Ru9OTAmus)?","2015-01-26 15:05:42","","34","mivilar"
"46327","33581","0","I have no context for these images to go off of, but it isn't entirely uncommon for works to do this and leave it as a nice Easter egg.","2016-06-09 01:18:49","","102","Makoto"
"42171","20679","0","thank you for this question, I had the same sort of question :)","2016-03-07 16:50:48","","4957","Kjenos"
"2835","3262","0","sounds french to me, but that's just me. it's the sound of japanese actors trying to sound french as much like them trying to sound english. just a wild guess (that's why its just a comment) :P","2013-05-02 12:26:21","","1731","corroded"
"44071","31699","0","But you can still play the same ending theme before you show the post credit scenes, no? How does this answer the question?","2016-04-26 23:58:01","","34","mivilar"
"1619","2453","0",">! My spoiler fails. That's a great summary, but the Princess of the Crystal was apparently as powerful as a demigoddess!  As for the nature of the Penguindrum, it seems to be a crossover between symbol and literal fiction.>! The apple shared between the two children in the cages had a heart-shaped mark, and obviously symbolized the sacrifice made for love.  To be able to give up ""sacrifices made for love"" apparently means that the characters could operate on symbols that were so meaningful that they could alter literal reality.  This is the kind of power that TVTropes calls Reality Warping.","2013-02-12 13:59:19","","1456","Rick"
"1620","2453","0",">! I am trying to make a hidden spoiler. The apple shared between the two children in the cages had a heart-shaped mark, and obviously symbolized the sacrifice made for love. To be able to give up ""sacrifices made for love"" apparently means that the characters could operate on symbols that were so meaningful that they could alter literal reality. This is the kind of power that TVTropes calls Reality Warping.","2013-02-12 14:04:44","","1456","Rick"
"1011","540","1","@MichelAyres:  The mini-series which focuses on the protagonists from the original series is slated to be complete in Japan, so I don't know if this would quality as one of those ""the series isn't complete so we shouldn't speculate"" types of questions.","2012-12-27 17:27:09","","102","Makoto"
"1011","540","1","@MichelAyres:  The mini-series which focuses on the protagonists from the original series is slated to be complete in Japan, so I don't know if this would quality as one of those ""the series isn't complete so we shouldn't speculate"" types of questions.","2012-12-27 17:27:09","","102","Makoto"
"42172","20681","0","thanks for this answer, it really helped me :)","2016-03-07 16:51:12","","4957","Kjenos"
"719","540","0","I've read through that manga, and didn't see any explanation as to why the above would be the case.","2012-12-16 23:30:56","","102","Makoto"
"719","540","0","I've read through that manga, and didn't see any explanation as to why the above would be the case.","2012-12-16 23:30:56","","102","Makoto"
"19756","15124","0","There are only 2 series, confirmed from [Wikipedia Japanese](http://ja.wikipedia.org/wiki/%E3%82%A2%E3%82%AB%E3%83%A1%E3%81%8C%E6%96%AC%E3%82%8B!#.E5.8D.98.E8.A1.8C.E6.9C.AC)","2014-11-16 14:45:31","","1398","nhahtdh"
"19758","15124","1","I'm quite sure it is an alternate name for the Zero series. (Note that the Japanese name is Akame ga Kiru, but its Engrish title underneath is Akame ga KILL).","2014-11-16 14:52:35","","1398","nhahtdh"
"1253","2076","0","Could it some pathogen whose initial quantity is proportional to the severity of the bite? This pathogen would eventually cause 'death' and then reanimation.","2013-01-19 15:51:42","","321","Chetter Hummin"
"3656","4355","0",":o i watched chaos head first, so I must have missed all the references","2013-07-12 10:28:19","","1530","Toshinou Kyouko"
"3656","4355","0",":o i watched chaos head first, so I must have missed all the references","2013-07-12 10:28:19","","1530","Toshinou Kyouko"
"26383","19663","0","This is an excellent answer.","2015-02-25 13:36:58","","10613","Sheharyar"
"26885","5402","0","You might want to take a look at this suggested edit (already rejected) to see if it is worth editing in: http://anime.stackexchange.com/review/suggested-edits/14155","2015-03-12 13:15:35","","1398","nhahtdh"
"31035","21914","1","There is indeed not yet any listing. Even Japanese Wikipedia doesn't have it: http://ja.wikipedia.org/wiki/Selector%E3%81%AE%E3%83%87%E3%82%A3%E3%82%B9%E3%82%B3%E3%82%B0%E3%83%A9%E3%83%95%E3%82%A3#selector_spread_WIXOSS_music_particle.2","2015-05-28 12:18:45","","1398","nhahtdh"
"3386","4145","0","Sure, but mostly the main series","2013-06-17 11:15:03","","1530","Toshinou Kyouko"
"3388","4145","0","Limiting it to gen 5 Pokemon, does that work?","2013-06-17 13:11:56","","1530","Toshinou Kyouko"
"3389","4145","0","@looper: I don't think there will be too many occurrences, and I also don't think it requires frequent update (maybe once a few years?). However, the scope is indeed quite big, considering how many years the series has been running.","2013-06-17 14:08:31","","1398","nhahtdh"
"3390","4145","5","http://bulbapedia.bulbagarden.net/wiki/User:Caciulacdlac/Pok%C3%A9mon_that_appeared_before_their_generation","2013-06-17 14:19:04","","1398","nhahtdh"
"12374","8059","0","So, I guess they swapped the E and A around in the words. but.. why :P","2014-06-04 20:03:15","","1530","Toshinou Kyouko"
"53791","38718","0","@Arcane And only till the episode when Goku actually shows up. After which the programming would just switch to something else the next week. I remember that's how I found out about Beast Machine Transformers.","2017-03-31 12:53:57","","20284","Suman Roy"
"52619","38718","0","You are assuming that most countries did this. The whole point of my Q is that I do not believe this is true. I know Germany, Austria and Italy and acc. to a commentator also Poland all aired regular Dragonball before Z. In fact the only country I know which aired Z earlier is the US. So you skipped my entire Question and assumed an answer that is the whole crux of the question. And your last paragraph desperately needs a source and as said can't even be true because I know at least half of Europe aired Dragonball before Z.","2017-02-01 11:34:46","","30669","Timon G."
"52628","38718","0","Oh, I definitely agree with your view on the ""Why"" portion but I kind of knew that already is what I'm saying. I understand the reasons for the US choosing to go with Z first and I understand the reasons behind their dub changes as well, even though I disagree with their choices. My contention was the claim that ""most of the western world"" did this, which so far I haven't seen any evidence for.

The link you edited into your answer is very useful, thanks a lot! I'll go through that forum post and see if it can answer my Q.","2017-02-01 14:39:51","","30669","Timon G."
"23395","11594","0","It would make sense for only those ""important to the story"" cases to be canon, such as any case regarding people knowing about Conan's real identity and about the Black Organization.
The should also be a few ""normal"" cases every now and then, cases that helped build Kogoro's reputation.
All in my opinion.
All this to say no answer for this particular question in this particular anime will ever be accurate.","2015-01-07 01:11:22","user11062","","user11062"
"33245","6037","0","Bad Idea to skip it because it is basically and continuing of it, and the flashbacks are things they don't even show in the first show naruto. I guess you could skip a few episodes in Naruto to get closer to watching shippuden, but I seriously DONT reccomend it!","2015-07-11 16:01:11","user15619","","user15619"
"35951","13062","0","Aoba dies in almost all the bad endings.
That's why.","2015-09-12 11:03:34","user17881","","user17881"
"16091","13062","1","Actually, telling you would spoil something big from toward the end of the VN.　Not sure how they'll go about it in the show.","2014-07-26 22:11:39","user7743","","user7743"
"10848","6169","0","So they span 3 generations in 10 years, as that's how long magic has been around in UQ Holder.","2014-04-17 16:50:40","user4537","","user4537"
"36689","26332","0","Ok, fair enough.  I am glad there is a picture of it.  Thanks.","2015-10-02 20:20:16","","18274","Dan Bliss"
"8029","3010","0","the kai one is for little kids. It's the kid version.","2014-01-11 18:16:52","user3292","","user3292"
"19338","14842","0","the bgm also played when they were lighting the sparklers","2014-11-05 05:22:20","user8802","","user8802"
"7351","3010","0","This might not seem as much of an answer as a complaint. I've watched only a few episodes which dosen't give me much to work with. But what I think I have the right to complain about is the fact that these are just normal episodes off the original Z series give or take a few scenes and improved intros the least they can do is make the whole episode improved. Also the episodes titles seem too long. I'm not saying that I hate it (I actually love the theme song called 'Dragon Soul' [Link](https://www.youtube.com/watch?v=Goqzyg6kfiw)) RECOMMENDED!! I'm just saying that there is some stuff that mak","2013-12-14 10:49:21","user2969","","user2969"
"3623","2675","0","Thanks to everyone who posted a comment. I started watching both of them at once, but then I couldn't keep up with majutsu no index. This helped me not freak out about not watching kagaku no railgun without anybody telling heavy spoilers. Thanks again!","2013-07-08 00:53:48","user1995","","user1995"
"3623","2675","0","Thanks to everyone who posted a comment. I started watching both of them at once, but then I couldn't keep up with majutsu no index. This helped me not freak out about not watching kagaku no railgun without anybody telling heavy spoilers. Thanks again!","2013-07-08 00:53:48","user1995","","user1995"
"9818","3018","0","Thank you very much for great list. For those who'd like to know, that means that until episode 366, there are **201** non-filler episodes to watch. Ps. I found this useful plus I cannot comment :( so separate answer, sorry","2014-03-14 06:13:48","user4117","","user4117"
"11062","2675","0","I like both series. They each have their goods and bads. Index has a bit more of a convoluted and involved storyline, due to the encounters with magic and science, but is very funny in the ways that Touma interacts with Index. Railgun is more straight forward and clear cut. It is very action packed but is also funny. So, watch both.","2014-04-24 20:15:45","user4647","","user4647"
"11062","2675","0","I like both series. They each have their goods and bads. Index has a bit more of a convoluted and involved storyline, due to the encounters with magic and science, but is very funny in the ways that Touma interacts with Index. Railgun is more straight forward and clear cut. It is very action packed but is also funny. So, watch both.","2014-04-24 20:15:45","user4647","","user4647"
"35115","24337","1","I can only see the first 2 paragraph answering the question `What's really going on in the end?` The rest derails into an analysis of Harutora's action.","2015-08-25 06:12:15","","1398","nhahtdh"
"24514","19028","0","Yes! This is the one, I was looking more for the candle + Zenzou clip though :P","2015-02-04 19:40:09","","4674","Stupid.Fat.Cat"
"30230","21458","0","@Dimitrimx: While I don't read the manga, from the wiki, I know that the first half of this answer is true.","2015-05-11 14:27:04","","1398","nhahtdh"
"1632","2453","0","@Rick: Spoiler tag is not supported in comment.","2013-02-13 08:57:51","","1398","nhahtdh"
"2837","3640","3","Can you quote some here? The thread is very long, and it doesn't just discuss about the language.","2013-05-02 13:17:32","","1398","nhahtdh"
"2856","3640","1","One interesting thing is that they do make sure names (Orba, Emilia) and Satan are familiar. And the phrase equivalent to ""My lord"" (used by Alsiel to refer to Maou) sounds the same in the cases they are used.","2013-05-04 04:22:01","","1398","nhahtdh"
"34102","23726","1","@senshin I was the one who added the timestamp into the question. I use my own interpretation of the question (""when Hajrudin encounters Lucy"") and pinpoint at the timestamp 20:40 when Lucy/Luffy charges Usy towards Hajrudin but fails to take him down. It turns out there was another soundtrack after it, showing Lucy/Luffy standing against Hajrudin, which I missed when I made the edit. I have rolled back my changes, and the question is indeed **unclear**.","2015-08-02 16:29:38","","1398","nhahtdh"
"3374","4129","0","I think you should limit it to per episode to reduce the scope of the question.","2013-06-14 20:24:14","","1398","nhahtdh"
"3376","4129","4","The reference is very frequent actually. Listing all of them for all the episodes would take a lot of work, and it may prompt the answerer to skip over some reference.","2013-06-14 20:28:13","","1398","nhahtdh"
"27728","18812","0","To downvoter: Is there anything missing or anything that you disagree with my answer? Or is there any news regarding the anime?","2015-04-02 05:31:23","","1398","nhahtdh"
"4416","4933","2","Note: There are homo (no offense intended) scenes for both genders in the anime, not just between boys.","2013-08-23 19:46:03","","1398","nhahtdh"
"24330","19012","0","Tried, that, but no luck.","2015-02-01 04:58:17","","4674","Stupid.Fat.Cat"
"43544","23504","0","highly recommend you to do not skip filler ,because even though its filler characters on filler episodes  or arcs are reoccurring.","2016-04-09 09:37:13","","8350","menaka"
"19679","14180","0","@NatsuDragneel: I didn't check (but I'm quite sure a whole arc is removed), but you should read the beach chapter (which is also animated, but with details removed). It is a bit related to the content after chapter 100.","2014-11-13 17:59:10","","1398","nhahtdh"
"2965","3749","0","Random story calls for a random OP - that's what I think...","2013-05-12 01:14:06","","1398","nhahtdh"
"3008","3749","0","@Krazer: Seems to be the answer... (crab, cancer, Steve Job) It seems to be the most common interpretation when I search around. Just that I wonder why they choose crab for this anime (or are they just use crab for the purpose of parodying?)","2013-05-16 10:41:19","","1398","nhahtdh"
"3349","3749","1","@atlantiza: A more detailed post, which is linked from the page you have: http://d.hatena.ne.jp/tunderealrovski/20130411/p1","2013-06-12 05:43:22","","1398","nhahtdh"
"27392","18572","0","Wizardry Online is in 2012, while SAO has been written as early as 2002, and the first volume is published in 2009, so it might not be a good example here. It's true that he gained inspiration from Wizardry, but I don't know how much from the previous series.","2015-03-25 19:21:38","","1398","nhahtdh"
"7839","6561","0","It plays from 13:04-13:31. I just checked the OST's for R1 and couldn't find it there; however, that could be because I just listened to the beginning of each song. It is possible that this melody shows up half-way through an OST.","2013-12-31 20:18:02","","3068","okarin"
"7840","6561","0","So far the closest one I have found is [this](http://www.youtube.com/watch?v=4ffRYLFmGA4) which has a similar melody.","2013-12-31 20:33:23","","3068","okarin"
"427","258","0","Definitely agreed. Amazing answer. Many thanks :)","2012-12-13 10:28:59","","128","Grace"
"19757","15124","0","@nhahtdh So who the third one belongs to?","2014-11-16 14:48:53","","85","Hashirama Senju"
"52435","28449","0","And yet another thing to add to my read list......though I demand another mosquito girl.....she was rather gorgeous.","2017-01-24 04:29:11","","28340","NZKshatriya"
"52435","28449","0","And yet another thing to add to my read list......though I demand another mosquito girl.....she was rather gorgeous.","2017-01-24 04:29:11","","28340","NZKshatriya"
"33614","23432","0","Thanks, this is definitely the song.","2015-07-21 14:00:43","","15797","user3521680"
"1245","2076","2","If anything, it's probably the severity of the bite. Otherwise, it's whatever the producers chose to make the show flow better.","2013-01-19 06:07:58","","17","Mysticial"
"1246","2076","0","I was thinking that. That 'anime magic' I suppose :P. Hisashi's bite was small, if I remember. Whereas perhaps the other victims had large bites, which sped up the process. Hm...","2013-01-19 06:18:12","","128","Grace"
"37149","26633","0","No, it did not happen in the anime. (The source is my memory so is weak.)","2015-10-15 18:29:16","","3561","kaine"
