Id,PostHistoryTypeId,PostId,RevisionGUID,CreationDate,UserId,UserDisplayName,Comment,Text
"116327","5","33581","c7b3ed72-9442-4a5f-826d-1c03bfcf6bdc","2016-06-10 23:40:32","18431","","Corrected capitalization ","Why are there posters of 'Naruto Shippuden' in Naruto Shippuden?

[![enter image description here][1]][1]

In the background, you can see a poster of Naruto behind her:

[![enter image description here][2]][2]


  [1]: http://i.stack.imgur.com/tfmjb.jpg
  [2]: http://i.stack.imgur.com/9xeJp.jpg

These pictures are not from the scenes after the credits. "
"116333","25","33581","b8ed2486-15f8-4cd1-8c85-6b9927b0193d","2016-06-11 00:20:03","","","http://twitter.com/StackAnime/status/741424720944467969",""
"8626","1","3262","996259bf-9143-4262-9a5a-c381b3ba97fc","2013-04-05 06:47:44","1398","","","In the first episode of Hataraku Maou-sama, what is the ""Underworld"" language based on?"
"8625","2","3262","996259bf-9143-4262-9a5a-c381b3ba97fc","2013-04-05 06:47:44","1398","","","In the first half of the first episode of Hataraku Maou-sama, we can hear conversation between Satan and Alsiel in ""Underworld"" language. Is the ""Underworld"" language based on a real language, or is it just plain gibberish?"
"8627","3","3262","996259bf-9143-4262-9a5a-c381b3ba97fc","2013-04-05 06:47:44","1398","","","<hataraku-maou-sama>"
"63377","19","3262","7a69c0fc-14da-4dee-b72d-de1698c545ee","2015-04-06 05:37:48","1398","","","{""Voters"":[{""Id"":1398,""DisplayName"":""nhahtdh""}]}"
"8629","25","3262","9bc69972-6f61-4996-b528-e88e7f502afe","2013-04-05 16:55:12","","","http://twitter.com/#!/StackAnime/status/320218073271529472",""
"104417","1","30855","cb509b7c-0227-469e-bc8b-2abe6f9e7445","2016-03-26 06:58:00","2516","","","Will Natsume's Book of Friends get season 5?"
"104416","2","30855","cb509b7c-0227-469e-bc8b-2abe6f9e7445","2016-03-26 06:58:00","2516","","","I love *Natsume's Book of Friends* and have been watching its anime adaptation since it was aired in 2008. The second season was aired in 2009, and then came a long wait until 2011/2012 where the third and fourth season came.

Looking from the pattern, it seems there were roughly 2-3 years between season pairs, so I thought it would came around 2014/2015... unfortunately, there was no news about it.

Is there any official news when Natsume's Book of Friends will get season 5?"
"104418","3","30855","cb509b7c-0227-469e-bc8b-2abe6f9e7445","2016-03-26 06:58:00","2516","","","<natsumes-book-of-friends>"
"7831","1","3018","1d5510c8-9a21-4b87-8233-0246bbcbe97b","2013-03-24 05:22:04","24","","","Which episodes of Bleach are filler?"
"7830","2","3018","1d5510c8-9a21-4b87-8233-0246bbcbe97b","2013-03-24 05:22:04","24","","","I want to watch Bleach, but the anime has a lot of filler content not in the manga. I'd rather not watch the filler content and only watch the episodes which are directly related to the plot. To be clear, I'm defining a filler episode as one which is not based on any story in the manga or based on extra manga chapters which have nothing to do with the overarching story.

Which episodes are filler?"
"7832","3","3018","1d5510c8-9a21-4b87-8233-0246bbcbe97b","2013-03-24 05:22:04","24","","","<bleach>"
"11664","25","3018","d52be15a-c6f5-43eb-9ed8-ab448af2b954","2013-06-14 03:13:12","","","http://twitter.com/#!/StackAnime/status/345378358709850112",""
"101541","1","30097","181b2956-75d8-430e-828d-25ed0e4953e0","2016-02-28 04:08:10","22350","","","Where can i find english dub of Naruto Shippuden Episode 78-140?"
"101540","2","30097","181b2956-75d8-430e-828d-25ed0e4953e0","2016-02-28 04:08:10","22350","","","So I just got into Naruto a few months ago and have been binge watching my way thru the entire series. I watch some subbed anime but after watching so many episodes dubbed i just cant get used to subbed. I've gotten to episode 77 and suddenly the dubbing is gone, and doesn't start again till episode 140 on Hulu, and i cant seem to find it anywhere online. Did they just never dub those episodes or is there somewhere i'm not looking?"
"101542","3","30097","181b2956-75d8-430e-828d-25ed0e4953e0","2016-02-28 04:08:10","22350","","","<naruto>"
"101711","4","30097","b02be5f0-a295-4dc4-a4d1-a9c32bb8b3ef","2016-03-01 07:58:46","2604","","additional grammar improvement","Where can I find an English dub of Naruto Shippuden episodes 78-140?"
"101708","4","30097","385a201e-9b42-4aaa-950a-72a9b34cd276","2016-03-01 07:58:46","15276","","edited spelling and question","Where can I find an English dub of Naruto Shippuden Episode 78-140?"
"101710","5","30097","b02be5f0-a295-4dc4-a4d1-a9c32bb8b3ef","2016-03-01 07:58:46","2604","","additional grammar improvement","So I just got into Naruto a few months ago and have been binge-watching my way through the entire series. I watch some subbed anime but after watching so many episodes dubbed I just can't get used to subbed episodes. I've gotten to episode 77 and suddenly the dubbing is gone. The dub doesn't start again until episode 140 on Hulu, and I can't seem to find it anywhere online. Did they just never dub those episodes or is there something I'm missing?"
"101707","5","30097","385a201e-9b42-4aaa-950a-72a9b34cd276","2016-03-01 07:58:46","15276","","edited spelling and question","So I just got into Naruto a few months ago and have been binge watching my way thru the entire series. I watch some subbed anime but after watching so many episodes dubbed I just cant get used to subbed. I've gotten to episode 77 and suddenly the dubbing is gone, and doesn't start again till episode 140 on Hulu, and I cant seem to find it anywhere online. Did they just never dub those episodes or Is there somewhere I'm not looking?"
"102130","19","30097","6a7962d3-c69e-44d7-bdd3-8f2a9c3689dd","2016-03-06 03:50:46","-1","","","{""Voters"":[{""Id"":-1,""DisplayName"":""Community""}]}"
"101709","24","30097","385a201e-9b42-4aaa-950a-72a9b34cd276","2016-03-01 07:58:46","","","Proposed by 15276 approved by -1 edit id of 3749",""
"98479","1","29473","d402b7f3-412f-4c68-af46-64d79754c04d","2016-02-02 22:36:02","20865","","","Naruto Shippuden Episodes"
"98478","2","29473","d402b7f3-412f-4c68-af46-64d79754c04d","2016-02-02 22:36:02","20865","","","I am watching Naruto and I am currently on episode 164. When I get into Shippuden How many episodes do they have dubbed and are they still dubbing it?"
"98480","3","29473","d402b7f3-412f-4c68-af46-64d79754c04d","2016-02-02 22:36:02","20865","","","<naruto>"
"98573","4","29473","e0f1fc02-8edc-4845-8f60-76422c7022cb","2016-02-03 11:06:48","1527","","edited title","How many Naruto Shippuden dubbed episodes are there?"
"98483","4","29473","4eb7fad1-c2c4-4eda-bf36-07cdda17b1b0","2016-02-02 22:53:30","17758","","Made question a title","How many Naruto Shippuden episodes are there?"
"98482","5","29473","4eb7fad1-c2c4-4eda-bf36-07cdda17b1b0","2016-02-02 22:53:30","17758","","Made question a title","I am watching Naruto and I am currently on episode 164. How many episodes of Shippuden do they have dubbed, and are they still dubbing it?"
"120810","19","29473","f47bbc98-543a-4612-a368-a37af091fc78","2016-08-10 18:22:20","1530","","","{""Voters"":[{""Id"":1530,""DisplayName"":""Toshinou Kyouko""}]}"
"97386","1","29227","7f85312b-bd9f-4014-9aa2-120d176258b9","2016-01-23 19:16:50","20629","","","What is this OST that plays in Hunter x Hunter?"
"97385","2","29227","7f85312b-bd9f-4014-9aa2-120d176258b9","2016-01-23 19:16:50","20629","","","I can't fucking find it anywhere, but it's played 3 seperate times...

16:44 season 2 episode 11 ""ging x and x gon""

20:48 season 1 episode 26 ""then x and x after""

18:47 season 3 episode 10 ""very x sharp x eye"""
"97387","3","29227","7f85312b-bd9f-4014-9aa2-120d176258b9","2016-01-23 19:16:50","20629","","","<hunter-x-hunter>"
"97396","4","29227","674bdfde-9522-4803-a9fe-487a2fe7e918","2016-01-23 23:09:09","1908","","added 2 characters in body; edited title","What is this song that plays in Hunter x Hunter?"
"97395","5","29227","674bdfde-9522-4803-a9fe-487a2fe7e918","2016-01-23 23:09:09","1908","","added 2 characters in body; edited title","I can't find it anywhere, but it's played 3 separate times...

- 20:48 season 1 episode 26 ""then x and x after""
- 16:44 season 2 episode 11 ""ging x and x gon""
- 18:47 season 3 episode 10 ""very x sharp x eye"""
"97388","5","29227","661f0dd9-716a-4527-b72e-e97fbe0f814b","2016-01-23 19:28:40","18504","","well that's unnecessary","I can't find it anywhere, but it's played 3 separate times...

16:44 season 2 episode 11 ""ging x and x gon""

20:48 season 1 episode 26 ""then x and x after""

18:47 season 3 episode 10 ""very x sharp x eye"""
"117228","6","29227","dff08163-0042-4954-90bf-998f4b56d30d","2016-06-25 07:14:19","8486","","edited tags","<music><hunter-x-hunter>"
"97389","24","29227","661f0dd9-716a-4527-b72e-e97fbe0f814b","2016-01-23 19:28:40","","","Proposed by 18504 approved by 11469, 17758 edit id of 3562",""
"117166","25","29227","491638ae-a0fd-4fc7-9d65-129c7e12cab9","2016-06-23 19:45:27","","","http://twitter.com/StackAnime/status/746066658033283072",""
"110043","50","29227","201b3cb7-5632-4232-b69c-2316105cabb9","2016-05-23 08:39:02","-1","","",""
"117056","50","29227","0f38395b-6b0f-4c09-9077-23e2d31bcaec","2016-06-22 08:56:41","-1","","",""
"96046","1","28939","5ef627ce-dce1-4475-90b9-682450ddabf7","2016-01-14 05:24:06","20102","","","Gintama episode 305 is full of contradictions, what gives?"
"96045","2","28939","5ef627ce-dce1-4475-90b9-682450ddabf7","2016-01-14 05:24:06","20102","","","So 305 came out recently, therefore **spoilers alert**.

most of it is concerning the past...

**In past episodes' flashback it was shown clearly that ..**

 - Takasugi lost his eye in a fight with alien. [link][1]
 - Shuoyou, teacher, is taken from his school and then his is returned to gintoki who cries helplessly.
 - Shuoyou finds gintoki on battlefield and bring him to class with katsura and takasugi in it.

**However in episode 304-305, this all contradicts** 

 - Takasugi loses eye by attack of Oboro
 - Katsura, Gintoki, and Takasugi are brought as prisoners and Gintoki is given choice to kill either students or teacher, on a top of mountain. Contradictory, to what been shown before many times: which is soldier hold gintoki down as teacher is taken prisioner and then on the same place his head returned and gintoki cries.
 - In this version, gintoki is already part of the Shuoyou school and it's infact katsura and takasugi who join later on. 

  [1]: https://youtu.be/mHTGbtz-NXY?t=119"
"96047","3","28939","5ef627ce-dce1-4475-90b9-682450ddabf7","2016-01-14 05:24:06","20102","","","<anime-history><gintama>"
"96147","4","28939","3eb14c7e-6595-4037-9c7f-97625d7f6928","2016-01-15 01:53:32","15276","","editted grammar and links","Why is Gintama's episode 305 is full of contradictions?"
"96191","4","28939","32920a31-59ec-4395-95a3-ca649a29d3ae","2016-01-15 09:58:40","19728","","grammar changes","Why is Gintama's episode 305 full of contradictions?"
"96146","5","28939","3eb14c7e-6595-4037-9c7f-97625d7f6928","2016-01-15 01:53:32","15276","","editted grammar and links","So 305 came out recently, therefore **spoilers alert**.

most of it is concerning the past...

**In past episodes' flashback it was shown clearly that ..**

 - in this [video][1],Takasugi lost his eye in a fight with alien. 
 - Shuoyou, teacher, is taken from his school and then his is returned to gintoki who cries helplessly.
 - Shuoyou finds gintoki on battlefield and bring him to class with katsura and takasugi in it.

**However in episode 304-305, this all contradicts** 

 - Takasugi loses eye by attack of Oboro
 - Katsura, Gintoki, and Takasugi are brought as prisoners and Gintoki is given choice to kill either students or teacher, on a top of mountain. Contradictory, to what been shown before many times: which is soldier hold gintoki down as teacher is taken prisioner and then on the same place his head returned and gintoki cries.
 - In this version, gintoki is already part of the Shuoyou school and it's infact katsura and takasugi who join later on. 

  [1]: https://youtu.be/mHTGbtz-NXY?t=119"
"96190","5","28939","32920a31-59ec-4395-95a3-ca649a29d3ae","2016-01-15 09:58:40","19728","","grammar changes","So episode 305 came out recently, therefore **spoiler alert**.
Most of it is concerning the past...

**In the past episodes' flashback it was shown clearly that ..**

 - in this [video][1],Takasugi lost his eye in a fight with alien. 
 - Shuoyou, teacher, is taken from his school and then his is returned to gintoki who cries helplessly.
 - Shuoyou finds gintoki on battlefield and bring him to class with katsura and takasugi in it.

**However in episode 304-305, this all contradicts** 

 - Takasugi loses eye by attack of Oboro
 - Katsura, Gintoki, and Takasugi are brought as prisoners and Gintoki is given choice to kill either students or teacher, on a top of mountain. Contradictory, to what been shown before many times: which is soldier hold gintoki down as teacher is taken prisioner and then on the same place his head returned and gintoki cries.
 - In this version, gintoki is already part of the Shuoyou school and it's infact katsura and takasugi who join later on. 

  [1]: https://youtu.be/mHTGbtz-NXY?t=119"
"96051","6","28939","703346b3-e3f0-4935-8a0a-41473e5cb57f","2016-01-14 06:05:53","63","","edited tags","<gintama>"
"96052","10","28939","14faa107-b585-49aa-a882-ce018d513cec","2016-01-14 06:06:35","63","","103","{""Voters"":[{""Id"":63,""DisplayName"":""ʞɹɐzǝɹ""}]}"
"96176","11","28939","05726519-3b3a-46be-8dc1-6b9fd88159e5","2016-01-15 07:09:47","63","","","{""Voters"":[{""Id"":91,""DisplayName"":""Jon Lin""},{""Id"":1458,""DisplayName"":""Dimitri mx""},{""Id"":18431,""DisplayName"":""Ashish Gupta""},{""Id"":63,""DisplayName"":""ʞɹɐzǝɹ""}]}"
"96148","24","28939","3eb14c7e-6595-4037-9c7f-97625d7f6928","2016-01-15 01:53:32","","","Proposed by 15276 approved by 10654, 17758 edit id of 3490",""
"96192","24","28939","32920a31-59ec-4395-95a3-ca649a29d3ae","2016-01-15 09:58:40","","","Proposed by 19728 approved by 1458, 15542 edit id of 3494",""
"98351","25","28939","9847619d-1be7-4766-9a93-4a37c4948143","2016-02-01 14:27:11","","","http://twitter.com/StackAnime/status/694165100232577025",""
"94557","1","28621","ddec1747-1016-4c48-9c7a-ddeb98e44a23","2016-01-03 04:17:34","17912","","","In the Bleach manga, does Byakuya really die in Bleach 502?"
"94556","2","28621","ddec1747-1016-4c48-9c7a-ddeb98e44a23","2016-01-03 04:17:34","17912","","","In the Bleach manga-volume 57, chapter 502, page 56-you see
>! Byakuya on a wall with blood splattered everywhere, and a man with white hair (sorry for me not knowing his name; I have yet to actually read the manga, besides the first three volumes) says, ""It seems Byakuya Kuchiki is dead.""

My question is: is Byakuya *really* dead, here, or does he come back and whatnot? This scene *looks* as though he is, but we've seen desperate situations-like this-in the past chapters (or episodes) of Bleach where the character isn't **truly** dead; they come back later making a dramatic entrance, looking even more badass than before. See what I mean?

This ***CAN'T*** be the end for Byakuya Kuchiki. It just can't!"
"94558","3","28621","ddec1747-1016-4c48-9c7a-ddeb98e44a23","2016-01-03 04:17:34","17912","","","<bleach><byakuya-kuchiki>"
"94560","6","28621","3cac24b1-141c-4c94-a430-5f3d3e11c67d","2016-01-03 04:40:52","1587","","edited tags","<bleach>"
"93889","1","28449","ba092a09-6a06-482d-99ec-0948eb1e21f0","2015-12-28 14:48:57","19995","","","One Punch Man Anime to Manga"
"93888","2","28449","ba092a09-6a06-482d-99ec-0948eb1e21f0","2015-12-28 14:48:57","19995","","","I just finished episode 12 of the anime and I'm under the impression that this is the end of season 1. I'd like to continue with the manga now. Not the remake, I want to read the original webcomic that started in 2009, Which chapter should I start on? "
"93890","3","28449","ba092a09-6a06-482d-99ec-0948eb1e21f0","2015-12-28 14:48:57","19995","","","<one-punch-man>"
"93894","4","28449","8e87246a-e3b3-468c-9d16-572b62ad8697","2015-12-28 15:03:08","2604","","punctuation; title","Which chapter of the One Punch Man webcomic should I start on after seeing the anime?"
"93893","5","28449","8e87246a-e3b3-468c-9d16-572b62ad8697","2015-12-28 15:03:08","2604","","punctuation; title","I just finished episode 12 of the anime and I'm under the impression that this is the end of season 1. I'd like to continue with the manga now. I don't want to read the remake; I want to read the original webcomic that started in 2009.

Which chapter should I start on? "
"135693","19","28449","6fee9654-8c09-49e1-88e5-b66a8b9a0d07","2017-03-28 03:47:55","2869","","","{""Voters"":[{""Id"":2869,""DisplayName"":""Darjeeling""}]}"
"93917","25","28449","aa712215-d42a-45c9-8886-8e9d5de42b56","2015-12-28 18:15:28","","","http://twitter.com/StackAnime/status/681538976050720768",""
"6651","1","2687","345206f6-0633-4ec2-a01d-8e21dea276f5","2013-02-27 13:48:13","93","","","What were changes made to Sailor Moon?"
"6650","2","2687","345206f6-0633-4ec2-a01d-8e21dea276f5","2013-02-27 13:48:13","93","","","I know that some changes were made to Sailor Moon when it was translated into English, like that Sailor Uranus and Sailor Neptune are changed from lovers to cousins. What other changes were made?

I'm not asking about name changes, only plot and character changes."
"6652","3","2687","345206f6-0633-4ec2-a01d-8e21dea276f5","2013-02-27 13:48:13","93","","","<sailor-moon>"
"6658","4","2687","5e2802ed-ec81-4aeb-a542-1bda1da3804a","2013-02-27 14:04:04","29","","Making the title a bit more readable.","How does the English version of Sailor Moon differ from the original?"
"55228","19","2687","f1e43d5c-8d58-4295-8716-7c4dcb8903b1","2015-01-24 21:21:43","1398","","","{""Voters"":[{""Id"":1398,""DisplayName"":""nhahtdh""}]}"
"6659","24","2687","5e2802ed-ec81-4aeb-a542-1bda1da3804a","2013-02-27 14:04:04","","","Proposed by 29 approved by 49 edit id of 744",""
"54032","25","2687","2ede2be6-b367-4075-9c04-0fc94b502839","2015-01-14 06:46:21","","","http://twitter.com/#!/StackAnime/status/555254578321829888",""
"6611","1","2675","86e70ae5-3fb6-457b-9103-60e20c40cdab","2013-02-26 22:36:54","49","","","How are ""A Certain Magical Index"" and ""A Certain Scientific Railgun"" connected?"
"6610","2","2675","86e70ae5-3fb6-457b-9103-60e20c40cdab","2013-02-26 22:36:54","49","","","According to MAL, the [former][1] is the parent story of the [latter][2], that appears described as a side story. However, I find no reference to these questions:

**Do both stories take place in the same universe?  
Are they somewhat dependent on each other?  
If so, in which order should the series be watched?**


[1]: http://myanimelist.net/anime/4654/Toaru_Majutsu_no_Index
[2]: http://myanimelist.net/anime/6213/Toaru_Kagaku_no_Railgun"
"6612","3","2675","86e70ae5-3fb6-457b-9103-60e20c40cdab","2013-02-26 22:36:54","49","","","<toaru-kagaku-no-railgun><toaru-majutsu-no-index>"
"94722","19","2675","1da4e92c-57ea-47a1-b410-4a5006a0a2d7","2016-01-04 13:16:17","18431","","","{""Voters"":[{""Id"":18431,""DisplayName"":""Ashish Gupta""}]}"
"6632","25","2675","48311a99-3cde-411e-b1a4-693f2cc497f4","2013-02-27 04:28:25","","","http://twitter.com/#!/StackAnime/status/306621786806685696",""
"85266","1","26331","8bcc95f1-4950-4bc5-8f45-0ac60f18efde","2015-10-02 00:15:17","18274","","","In Attack on Titan, how did the river barge escape Shiganshina in episode 2?"
"85265","2","26331","8bcc95f1-4950-4bc5-8f45-0ac60f18efde","2015-10-02 00:15:17","18274","","","In episode 2 of the anime, the characters start off in the Shiganshina district.  When and how did they get inside wall Maria?  It shows them on a river barge with other refugees, but I do not think that explains it.  Is there a gate on the river for the barge to go through?  If so, is the gate ever shown, explained or attacked?"
"85267","3","26331","8bcc95f1-4950-4bc5-8f45-0ac60f18efde","2015-10-02 00:15:17","18274","","","<attack-on-titan>"
"85331","25","26331","d195e6f5-5ecf-4140-b93c-a0b8f8a43180","2015-10-02 13:38:24","","","http://twitter.com/#!/StackAnime/status/649941505101197312",""
"84711","1","26193","966732dd-c954-4d83-ab07-3f41f56affc0","2015-09-26 20:06:16","17912","","","Explain episode 303 of One Piece"
"84710","2","26193","966732dd-c954-4d83-ab07-3f41f56affc0","2015-09-26 20:06:16","17912","","","I'm not a big One Piece fan, but I did watch episode 303 of One Piece on Toonami, because I was bored. Now, in episode 303 ""Chase the Vanished Great Sakura Tree"", these guys steal a tree that had some kind of significance to the Straw Hat people. I understand that the tree like lives forever, so I know how the tree was able to live, even after being uprooted, but do they ever explain HOW THAT TREE GOT ON AND OFF THAT BOAT? I MEAN, SERIOUSLY, GUYS! HOW?!"
"84712","3","26193","966732dd-c954-4d83-ab07-3f41f56affc0","2015-09-26 20:06:16","17912","","","<one-piece>"
"84726","4","26193","891a7058-e641-4593-b8b5-887266b3f3d9","2015-09-26 21:25:21","63","","formatting.","What happened in Episode 303?"
"94559","4","26193","548d20f8-a0a4-4270-8c0c-8c4d1545feec","2016-01-03 04:34:03","17912","","I added detail to the title, specifying which anime I was referring to","What happened in Episode 303 of One Piece?"
"84725","5","26193","891a7058-e641-4593-b8b5-887266b3f3d9","2015-09-26 21:25:21","63","","formatting.","I'm not a big One Piece fan, but I did watch episode 303 of One Piece on Toonami, because I was bored. Now, in episode 303 ""Chase the Vanished Great Sakura Tree"", these guys steal a tree that had some kind of significance to the Straw Hat people. 

I understand that the tree like lives forever, so I know how the tree was able to live, even after being uprooted, but do they ever explain HOW THAT TREE GOT ON AND OFF THAT BOAT? I MEAN, SERIOUSLY, GUYS! HOW?!"
"94620","10","26193","057f0436-d84f-46b5-8aa8-9fdbcf75eb78","2016-01-03 15:12:46","-1","","105","{""Voters"":[{""Id"":17758,""DisplayName"":""Michael McQuade""},{""Id"":7866,""DisplayName"":""Ayase Eri""},{""Id"":6345,""DisplayName"":""mirroroftruth""},{""Id"":11469,""DisplayName"":""Alagaros""},{""Id"":10654,""DisplayName"":""Matt""}]}"
"5598","1","2430","5f4ff909-2d4c-4621-acc2-d8eb6f999138","2013-02-10 19:49:01","107","","","What was omitted/skipped from the end of Sakamichi no Apollon?"
"5597","2","2430","5f4ff909-2d4c-4621-acc2-d8eb6f999138","2013-02-10 19:49:01","107","","","A friend told me that they crammed two whole volumes of the manga into the final episode of Sakamichi no Apollon (Kids on the Slope) which, obviously, forced some things to be skipped over.

What were some of the main things that were skipped? I don't need every detail, just a concise list is fine."
"5599","3","2430","5f4ff909-2d4c-4621-acc2-d8eb6f999138","2013-02-10 19:49:01","107","","","<sakamichi-no-apollon>"
"5613","25","2430","6c48c2c8-eeb1-4944-8601-82917b900094","2013-02-11 01:16:42","","","http://twitter.com/#!/StackAnime/status/300775333844615168",""
"77963","1","23830","9d1a3dd8-3478-4f12-8d4b-0af644c0eff9","2015-08-06 00:17:15","16094","","","Kore wa Zombie Desu ka, Ep. 11 - What is this song that beings at 11:24?"
"77962","2","23830","9d1a3dd8-3478-4f12-8d4b-0af644c0eff9","2015-08-06 00:17:15","16094","","","https://youtu.be/mhdAPS3Fb70?t=11m24s

Anime is Kore wa Zombie Desu ka, season 1, episode 11.

Song begins at 11:24 and ends at roughly 12:26 in the attached YouTube video.

Thanks!"
"77964","3","23830","9d1a3dd8-3478-4f12-8d4b-0af644c0eff9","2015-08-06 00:17:15","16094","","","<music>"
"91895","4","23830","5b6b172b-fa00-46a4-8d3e-83dc72630392","2015-12-14 10:19:32","18431","","added 46 characters in body; edited title","Kore wa Zombie Desu ka, Ep. 11 - What is this song that begins at 11:24?"
"77974","5","23830","138da9fb-3972-4dc6-86fd-483262fe84d5","2015-08-06 01:27:26","1908","","deleted 11 characters in body; edited tags","https://youtu.be/mhdAPS3Fb70?t=11m24s

Anime is Kore wa Zombie Desu ka, season 1, episode 11.

Song begins at 11:24 and ends at roughly 12:26 in the attached YouTube video."
"91894","5","23830","5b6b172b-fa00-46a4-8d3e-83dc72630392","2015-12-14 10:19:32","18431","","added 46 characters in body; edited title","[Here][1] is a link to the scene 

Anime is Kore wa Zombie Desu ka: Season 1, Episode 11.

Song begins at 11:24 and ends at roughly 12:26 in the attached YouTube video.


  [1]: https://youtu.be/mhdAPS3Fb70?t=11m24s"
"77975","6","23830","138da9fb-3972-4dc6-86fd-483262fe84d5","2015-08-06 01:27:26","1908","","deleted 11 characters in body; edited tags","<music><kore-wa-zombie-desu-ka>"
"94484","25","23830","67ce74a3-75b2-4eed-85a5-19e089dd53cc","2016-01-02 09:25:28","","","http://twitter.com/StackAnime/status/683217536641576960",""
"76641","1","23504","ddea6c36-a2df-4ab8-b576-e39ee58457e6","2015-07-23 21:23:38","15853","","","Is there a list of skippable fairy tail episodes to just watch the main plot"
"76640","2","23504","ddea6c36-a2df-4ab8-b576-e39ee58457e6","2015-07-23 21:23:38","15853","","","I'm really far behind on fairy tail, is there a list of plot episodes I could watch. and I mean Plot not just canon and filler episodes"
"76642","3","23504","ddea6c36-a2df-4ab8-b576-e39ee58457e6","2015-07-23 21:23:38","15853","","","<fairy-tail>"
"76648","4","23504","d139a06a-7141-4660-9bd5-7113ce63c85a","2015-07-23 21:30:03","10654","","Shortened and increased clarity of title","Is there a list of non-canon episodes in Fairy Tail?"
"76647","5","23504","d139a06a-7141-4660-9bd5-7113ce63c85a","2015-07-23 21:30:03","10654","","Shortened and increased clarity of title","I'm really far behind on fairy tail, is there a list of plot episodes I could watch. I mean Plot, not just canon and filler episodes."
"76651","7","23504","b4514290-6610-41c8-a929-9e67b85cbd7b","2015-07-23 21:33:58","10654","","Rollback to [ddea6c36-a2df-4ab8-b576-e39ee58457e6]","Is there a list of skippable fairy tail episodes to just watch the main plot"
"76650","8","23504","b4514290-6610-41c8-a929-9e67b85cbd7b","2015-07-23 21:33:58","10654","","Rollback to [ddea6c36-a2df-4ab8-b576-e39ee58457e6]","I'm really far behind on fairy tail, is there a list of plot episodes I could watch. and I mean Plot not just canon and filler episodes"
"76709","10","23504","85eabccd-ed1b-4d81-b705-e2835d8a7085","2015-07-24 11:02:10","63","","105","{""Voters"":[{""Id"":7866,""DisplayName"":""Sakurai Tomoko""},{""Id"":7579,""DisplayName"":""Torisuda""},{""Id"":34,""DisplayName"":""mivilar""},{""Id"":10654,""DisplayName"":""Matt""},{""Id"":63,""DisplayName"":""ʞɹɐzǝɹ""}]}"
"76281","1","23420","dfd6aaba-e2b1-4bc8-a6a9-464cc963b520","2015-07-21 06:18:48","15722","","","What is Aldnoah from ""Aldnoah.Zero"""
"76280","2","23420","dfd6aaba-e2b1-4bc8-a6a9-464cc963b520","2015-07-21 06:18:48","15722","","","*Hello there!*

I have a small question.
I recently watched ""Aldnoah.Zero"" and started with ""Aldnoah.Zero (2015)"" and I was wondering about one of the main elements in this anime.

>! **Aldnoah** is something that was found on Mars (""Vers"" as it's called by the Marsians and is something old from an ancient civilization no one knows much about. They power up their ""weapon systems"" (mechs) with this thing too.

**Now to my question:**

What is Aldnoah really? Is it some sort of stone, or some sort of energy? If it would just be energy they wouldn't have so advanced weapon systems, or not?

Thank you for any help, this interests me :D"
"76282","3","23420","dfd6aaba-e2b1-4bc8-a6a9-464cc963b520","2015-07-21 06:18:48","15722","","","<aldnoah-zero>"
"76391","4","23420","83d93160-390f-4d42-a186-82e2d69ce78e","2015-07-21 22:38:57","63","","merged question with the ""zero"" question.","What is title ""Aldnoah.Zero"" mean?"
"76285","4","23420","b4e3aab8-8e2b-47ce-924e-3803e024abf1","2015-07-21 06:26:47","1398","","deleted 119 characters in body","What is Aldnoah from ""Aldnoah.Zero""?"
"76392","4","23420","a4e4b712-ae00-40f1-83dc-4db7aaa4a66f","2015-07-21 22:41:52","1908","","edited title","What does the title ""Aldnoah.Zero"" mean?"
"76390","5","23420","83d93160-390f-4d42-a186-82e2d69ce78e","2015-07-21 22:38:57","63","","merged question with the ""zero"" question.","I recently watched ""Aldnoah.Zero"" and started with ""Aldnoah.Zero (2015)"". I was wondering about one of the main elements in this anime.

>! **Aldnoah** is something that was found on Mars (""Vers"" as it's called by the Martians) and is something old from an ancient civilization no one knows much about. They power up their ""weapon systems"" (mechs) with this thing too.

**What is Aldnoah really?** Is it some sort of stone, or some sort of energy? If it were just energy, they wouldn't have so advanced weapon systems, or not?

Where does the ""Zero"" in the name come from?"
"76284","5","23420","b4e3aab8-8e2b-47ce-924e-3803e024abf1","2015-07-21 06:26:47","1398","","deleted 119 characters in body","I recently watched ""Aldnoah.Zero"" and started with ""Aldnoah.Zero (2015)"" and I was wondering about one of the main elements in this anime.

>! **Aldnoah** is something that was found on Mars (""Vers"" as it's called by the Marsians and is something old from an ancient civilization no one knows much about. They power up their ""weapon systems"" (mechs) with this thing too.

What is Aldnoah really? Is it some sort of stone, or some sort of energy? If it would just be energy they wouldn't have so advanced weapon systems, or not?"
"76293","5","23420","a881e3c5-f7b2-4902-96bb-9487dde4b175","2015-07-21 06:53:21","1398","","deleted 44 characters in body","I recently watched ""Aldnoah.Zero"" and started with ""Aldnoah.Zero (2015)"". I was wondering about one of the main elements in this anime.

>! **Aldnoah** is something that was found on Mars (""Vers"" as it's called by the Martians) and is something old from an ancient civilization no one knows much about. They power up their ""weapon systems"" (mechs) with this thing too.

**What is Aldnoah really?** Is it some sort of stone, or some sort of energy? If it were just energy, they wouldn't have so advanced weapon systems, or not?"
